Index,Global_active_power KW,Sub_metering_1 J,Sub_metering_2 J,Sub_metering_3 J
7347,2.52,0,0,17
7348,1.878,0,0,17
7349,1.784,0,0,18
7350,1.664,0,0,17
7351,1.656,0,0,17
7352,1.626,0,0,17
7353,1.588,0,0,18
7354,1.596,0,0,17
7355,1.598,0,0,17
7356,1.588,0,0,17
7357,2.056,0,0,18
7358,2.052,0,0,17
7359,2.062,0,0,17
7360,2.066,0,0,17
7361,2.08,0,0,17
7362,1.284,0,0,5
7363,1.058,0,0,0
7364,1.052,0,0,0
7365,1.05,0,0,0
7366,1.044,0,0,0
7367,1.052,0,0,0
7368,1.052,0,0,0
7369,1.048,0,0,0
7370,1.094,0,0,0
7371,1.302,0,0,0
7372,0.844,0,0,0
7373,0.822,0,0,0
7374,0.818,0,0,0
7375,0.822,0,0,0
7376,0.828,0,0,0
7377,1.026,0,0,0
7378,1.332,0,0,0
7379,1.37,0,0,0
7380,1.326,0,0,0
7381,1.33,0,0,0
7382,2.318,0,0,0
7383,1.336,0,0,0
7384,1.334,0,0,0
7385,1.42,0,0,0
7386,1.4,0,0,0
7387,1.4,0,0,0
7388,1.408,0,0,0
7389,1.42,0,0,0
7390,1.408,0,0,0
7391,1.396,0,0,0
7392,1.27,0,0,0
7393,0.98,0,0,0
7394,0.984,0,0,0
7395,0.984,0,0,0
7396,0.978,0,0,0
7397,0.978,0,0,0
7398,0.978,0,0,0
7399,1.148,0,0,0
7400,1.218,0,0,0
7401,0.916,0,0,0
7402,0.918,0,0,0
7403,0.956,0,0,0
7404,1.072,0,0,0
7405,0.49,0,0,0
7406,0.49,0,0,0
7407,0.49,0,0,0
7408,0.488,0,0,0
7409,0.488,0,0,0
7410,0.488,0,0,0
7411,0.49,0,0,0
7412,0.494,0,0,0
7413,0.492,0,0,0
7414,0.492,0,0,0
7415,0.49,0,0,0
7416,0.49,0,0,0
7417,0.492,0,0,0
7418,0.614,0,0,0
7419,0.604,0,0,0
7420,0.6,0,0,0
7421,0.59,0,0,0
7422,0.588,0,0,0
7423,0.586,0,0,0
7424,0.586,0,0,0
7425,0.584,0,0,0
7426,0.584,0,0,0
7427,0.582,0,0,0
7428,0.582,0,0,0
7429,0.576,0,0,0
7430,0.576,0,0,0
7431,0.576,0,0,0
7432,0.576,0,0,0
7433,0.652,0,0,0
7434,0.558,0,0,0
7435,0.558,0,0,0
7436,0.646,0,0,0
7437,0.64,0,1,0
7438,0.636,0,1,0
7439,0.632,0,2,0
7440,0.634,0,1,0
7441,0.634,0,2,0
7442,0.634,0,1,0
7443,0.64,0,1,0
7444,0.622,0,2,0
7445,0.572,0,1,0
7446,0.574,0,2,0
7447,0.572,0,1,0
7448,0.57,0,1,0
7449,0.566,0,2,0
7450,0.566,0,1,0
7451,0.564,0,1,0
7452,0.564,0,2,0
7453,0.558,0,1,0
7454,0.558,0,1,0
7455,0.558,0,1,0
7456,0.558,0,2,0
7457,0.554,0,1,0
7458,0.582,0,1,0
7459,0.658,0,1,0
7460,0.656,0,2,0
7461,0.652,0,1,0
7462,0.648,0,1,0
7463,0.644,0,1,0
7464,0.644,0,1,0
7465,0.644,0,1,0
7466,0.578,0,1,0
7467,0.574,0,0,0
7468,0.576,0,0,0
7469,0.578,0,0,0
7470,0.572,0,0,0
7471,0.57,0,0,0
7472,0.568,0,0,0
7473,0.568,0,0,0
7474,0.514,0,0,0
7475,0.48,0,0,0
7476,0.48,0,0,0
7477,0.518,0,0,0
7478,0.552,0,0,0
7479,0.55,0,0,0
7480,0.552,0,0,0
7481,0.552,0,0,0
7482,0.554,0,0,0
7483,0.552,0,0,0
7484,0.55,0,0,0
7485,0.552,0,0,0
7486,0.55,0,0,0
7487,0.552,0,0,0
7488,0.53,0,0,0
7489,0.486,0,0,0
7490,0.486,0,0,0
7491,0.486,0,0,0
7492,0.486,0,0,0
7493,0.484,0,0,0
7494,0.484,0,0,0
7495,0.484,0,0,0
7496,0.482,0,0,0
7497,0.482,0,0,0
7498,0.484,0,0,0
7499,0.518,0,0,0
7500,0.848,0,0,0
7501,0.764,0,0,0
7502,0.896,0,0,0
7503,1.398,0,0,1
7504,2.378,0,0,18
7505,2.76,0,0,19
7506,2.734,0,0,18
7507,2.716,0,0,17
7508,2.704,0,0,18
7509,2.604,0,0,18
7510,2.5,0,0,17
7511,4.06,0,0,18
7512,3.996,0,0,17
7513,3.946,0,0,18
7514,3.922,0,0,17
7515,3.884,0,0,18
7516,3.912,0,0,17
7517,3.91,0,0,18
7518,3.914,0,0,17
7519,3.946,0,0,18
7520,3.954,0,0,18
7521,3.928,0,0,17
7522,3.922,0,0,18
7523,3.926,0,0,18
7524,3.926,0,0,17
7525,4.14,0,0,18
7526,4.37,0,0,17
7527,4.338,0,0,18
7528,4.314,0,0,18
7529,4.318,0,0,17
7530,4.314,0,0,18
7531,4.292,0,0,17
7532,4.294,0,0,18
7533,4.286,0,0,18
7534,4.29,0,0,17
7535,4.368,0,0,18
7536,4.236,0,0,17
7537,4.072,0,0,18
7538,2.172,0,0,18
7539,1.746,0,0,17
7540,1.772,0,0,18
7541,1.818,0,0,18
7542,2.684,0,0,17
7543,3.616,0,0,18
7544,3.554,0,0,17
7545,3.596,0,0,17
7546,3.67,0,0,18
7547,3.746,0,0,17
7548,3.72,0,0,18
7549,3.71,0,0,17
7550,3.618,0,0,18
7551,3.612,0,0,18
7552,3.62,0,0,17
7553,3.62,0,0,18
7554,3.598,0,0,18
7555,3.576,0,0,17
7556,3.5,0,0,17
7557,3.492,0,0,18
7558,3.504,0,0,17
7559,3.516,0,0,18
7560,3.55,0,0,18
7561,3.578,0,0,17
7562,3.532,0,0,18
7563,3.476,0,0,17
7564,3.47,0,0,18
7565,3.474,0,0,18
7566,3.494,0,0,17
7567,3.492,0,0,18
7568,3.496,0,0,18
7569,3.498,0,0,17
7570,3.488,0,0,18
7571,3.48,0,0,18
7572,3.45,0,0,17
7573,3.518,0,0,18
7574,3.51,0,0,17
7575,3.498,0,0,18
7576,3.498,0,0,18
7577,3.496,0,0,17
7578,3.508,0,0,18
7579,3.506,0,0,17
7580,3.498,0,0,18
7581,3.532,0,0,17
7582,3.584,0,0,18
7583,3.616,0,0,17
7584,3.626,0,0,18
7585,3.634,0,0,18
7586,3.606,0,0,17
7587,3.624,0,0,18
7588,3.628,0,0,18
7589,3.626,0,0,18
7590,3.7,0,0,18
7591,3.696,0,1,17
7592,3.696,0,1,18
7593,3.698,0,2,18
7594,3.684,0,1,18
7595,3.658,0,1,17
7596,3.68,0,2,18
7597,3.614,0,1,18
7598,3.592,0,2,17
7599,3.588,0,1,18
7600,3.598,0,1,18
7601,3.612,0,2,18
7602,3.63,0,1,18
7603,3.908,0,1,18
7604,3.92,0,2,17
7605,3.92,0,1,18
7606,3.782,0,1,18
7607,3.55,0,2,18
7608,3.546,0,1,18
7609,3.542,0,1,18
7610,3.582,0,1,17
7611,3.838,0,2,18
7612,3.83,0,1,17
7613,3.822,0,1,18
7614,3.804,0,1,17
7615,3.784,0,2,18
7616,3.778,0,1,17
7617,3.718,0,1,18
7618,3.708,0,1,17
7619,3.702,0,1,18
7620,3.664,0,0,17
7621,3.674,0,0,18
7622,3.742,0,0,17
7623,3.776,0,0,18
7624,3.784,0,0,17
7625,3.782,0,0,18
7626,3.782,0,0,17
7627,3.774,0,0,18
7628,3.77,0,0,18
7629,3.764,0,0,17
7630,3.778,0,0,18
7631,3.774,0,0,17
7632,3.76,0,0,18
7633,3.774,0,0,17
7634,3.768,0,0,18
7635,3.766,0,0,17
7636,3.764,0,0,18
7637,3.738,0,0,17
7638,3.664,0,0,18
7639,3.7,0,0,18
7640,3.696,0,0,17
7641,3.676,0,0,18
7642,3.674,0,0,17
7643,3.688,0,0,18
7644,3.702,0,0,18
7645,3.7,0,0,17
7646,3.692,0,0,18
7647,3.696,0,0,18
7648,3.69,0,0,17
7649,3.684,0,0,18
7650,3.684,0,0,17
7651,3.676,0,0,18
7652,3.716,0,0,17
7653,3.656,0,0,17
7654,3.634,0,0,17
7655,3.632,0,0,17
7656,3.62,0,0,17
7657,3.616,0,0,17
7658,3.608,0,0,17
7659,3.604,0,0,17
7660,3.612,0,0,17
7661,3.588,0,0,17
7662,3.544,0,0,16
7663,3.606,0,0,17
7664,3.642,0,0,17
7665,3.628,0,0,17
7666,3.64,0,0,17
7667,3.648,0,0,17
7668,3.646,0,0,16
7669,3.642,0,0,17
7670,3.622,0,0,17
7671,3.622,0,0,17
7672,3.614,0,0,17
7673,3.618,0,0,17
7674,3.616,0,0,17
7675,3.618,0,0,16
7676,3.646,0,0,17
7677,3.652,0,0,17
7678,3.61,0,0,17
7679,3.558,0,0,17
7680,3.544,0,0,17
7681,3.552,0,0,17
7682,3.558,0,0,17
7683,3.564,0,0,17
7684,3.56,0,0,17
7685,3.542,0,0,17
7686,3.546,0,0,17
7687,3.556,0,0,16
7688,3.552,0,0,17
7689,3.534,0,0,17
7690,3.52,0,0,17
7691,3.518,0,0,17
7692,3.52,0,0,17
7693,3.508,0,0,16
7694,3.464,0,0,17
7695,3.226,0,0,17
7696,3.308,0,0,17
7697,3.322,0,0,17
7698,3.326,0,0,17
7699,3.318,0,0,17
7700,3.332,0,0,17
7701,3.32,0,0,17
7702,3.284,0,0,17
7703,3.284,0,0,17
7704,3.338,0,0,17
7705,3.378,0,0,16
7706,3.358,0,0,17
7707,3.354,0,0,17
7708,3.352,0,0,17
7709,3.354,0,0,17
7710,3.358,0,0,18
7711,3.356,0,0,17
7712,3.342,0,0,17
7713,3.324,0,0,17
7714,3.322,0,0,17
7715,3.32,0,0,16
7716,3.336,0,0,18
7717,3.342,0,0,17
7718,3.394,0,0,17
7719,3.364,0,0,17
7720,3.316,0,0,18
7721,3.322,0,0,17
7722,3.334,0,0,18
7723,3.454,0,0,17
7724,3.636,0,0,17
7725,3.954,0,0,18
7726,3.734,0,0,17
7727,3.932,0,0,17
7728,3.972,0,0,18
7729,3.99,0,0,17
7730,3.844,0,0,18
7731,3.828,0,0,17
7732,3.818,0,0,18
7733,3.628,0,0,17
7734,3.52,0,0,18
7735,3.586,0,0,17
7736,3.502,0,0,18
7737,3.45,0,0,17
7738,3.438,0,0,18
7739,3.424,0,0,17
7740,3.418,0,0,18
7741,3.486,0,0,17
7742,3.464,0,0,17
7743,3.472,0,0,17
7744,3.492,0,0,18
7745,3.642,0,0,17
7746,3.678,0,1,18
7747,3.644,0,1,17
7748,3.558,0,2,17
7749,3.546,0,1,17
7750,3.544,0,1,18
7751,3.49,0,2,17
7752,3.488,0,1,17
7753,3.492,0,1,18
7754,3.49,0,2,17
7755,3.502,0,1,18
7756,3.51,0,2,17
7757,3.528,0,1,18
7758,3.532,0,1,17
7759,3.516,0,2,18
7760,3.424,0,1,18
7761,3.39,0,1,17
7762,3.378,0,1,17
7763,3.374,0,2,18
7764,3.378,0,1,17
7765,3.378,0,1,17
7766,3.376,0,1,18
7767,3.38,0,2,17
7768,3.404,0,1,17
7769,3.404,0,1,18
7770,3.396,0,1,17
7771,3.406,0,2,18
7772,3.396,0,1,17
7773,3.382,0,1,18
7774,3.384,0,1,17
7775,3.306,0,0,18
7776,2.466,0,0,4
7777,2.298,0,0,0
7778,2.312,0,0,0
7779,2.316,0,0,0
7780,2.294,0,0,0
7781,2.294,0,0,0
7782,2.3,0,0,0
7783,2.298,0,0,0
7784,2.292,0,0,0
7785,2.306,0,0,0
7786,2.512,0,0,0
7787,2.518,0,0,0
7788,2.516,0,0,0
7789,2.512,0,0,0
7790,2.484,0,0,0
7791,2.48,0,0,0
7792,2.476,0,0,0
7793,2.468,0,0,0
7794,2.466,0,0,0
7795,2.46,0,0,0
7796,2.398,0,0,0
7797,2.398,0,0,0
7798,2.39,0,0,0
7799,2.39,0,0,0
7800,2.378,0,0,0
7801,2.298,0,0,0
7802,2.294,0,0,0
7803,2.294,0,0,0
7804,2.3,0,0,0
7805,2.298,0,0,0
7806,2.294,0,0,0
7807,2.308,0,0,0
7808,2.308,0,0,0
7809,2.354,0,0,0
7810,2.356,0,0,0
7811,2.292,0,0,0
7812,2.302,0,0,0
7813,2.296,0,0,0
7814,2.308,0,0,0
7815,2.302,0,0,0
7816,2.3,0,0,0
7817,2.31,0,0,0
7818,2.296,0,0,0
7819,2.288,0,0,0
7820,2.288,0,0,0
7821,2.284,0,0,0
7822,2.28,0,0,0
7823,2.286,0,0,0
7824,2.278,0,0,0
7825,2.282,0,0,0
7826,2.29,0,0,0
7827,2.392,0,0,0
7828,2.404,0,0,0
7829,2.404,0,0,0
7830,2.402,0,0,0
7831,2.438,0,0,0
7832,2.468,0,0,0
7833,2.468,0,0,0
7834,2.468,0,0,0
7835,2.466,0,0,0
7836,2.484,0,0,0
7837,2.484,0,0,0
7838,2.486,0,0,0
7839,2.484,0,0,0
7840,2.462,0,0,0
7841,2.42,0,0,0
7842,2.294,0,0,0
7843,2.288,0,0,0
7844,2.292,0,0,0
7845,2.302,0,0,0
7846,2.294,0,0,0
7847,2.288,0,0,0
7848,2.282,0,0,0
7849,2.296,0,0,0
7850,2.298,0,0,0
7851,2.308,0,0,0
7852,2.29,0,0,0
7853,2.296,0,0,0
7854,2.294,0,0,0
7855,2.29,0,0,0
7856,2.292,0,0,0
7857,2.272,0,0,0
7858,2.272,0,0,0
7859,2.286,0,0,0
7860,2.29,0,0,0
7861,2.29,0,0,0
7862,2.278,0,0,0
7863,0.34,0,0,0
7864,0.262,0,0,0
7865,2.322,0,0,0
7866,2.278,0,0,0
7867,2.306,0,0,0
7868,2.396,0,0,0
7869,2.404,0,0,0
7870,2.392,0,0,0
7871,2.388,0,0,0
7872,2.374,0,0,0
7873,2.366,0,0,0
7874,2.372,0,0,0
7875,2.366,0,0,0
7876,2.364,0,0,0
7877,2.436,0,0,0
7878,1.932,0,0,0
7879,0.408,0,0,0
7880,1.46,0,0,0
7881,2.474,0,0,0
7882,2.424,0,0,0
7883,2.364,0,0,0
7884,2.346,0,0,0
7885,2.346,0,0,0
7886,2.352,0,0,0
7887,2.302,0,0,0
7888,1.504,0,0,0
7889,0.236,0,0,0
7890,2.052,0,0,0
7891,2.536,0,0,0
7892,2.554,0,0,0
7893,2.55,0,0,0
7894,2.55,0,0,0
7895,2.554,0,0,0
7896,2.554,0,0,0
7897,2.556,0,0,0
7898,2.564,0,0,0
7899,2.57,0,0,0
7900,0.656,0,0,0
7901,1.27,0,0,0
7902,2.672,0,0,0
7903,2.662,0,1,0
7904,2.656,0,2,0
7905,2.648,0,1,0
7906,2.642,0,2,0
7907,2.64,0,1,0
7908,2.678,0,1,0
7909,2.728,0,2,0
7910,0.824,0,1,0
7911,2.118,0,1,0
7912,2.734,0,2,0
7913,2.738,0,1,0
7914,2.718,0,2,0
7915,2.714,0,1,0
7916,2.714,0,1,0
7917,2.714,0,1,0
7918,2.716,0,2,0
7919,2.716,0,1,0
7920,2.732,0,1,0
7921,1.042,0,2,0
7922,1.448,0,1,0
7923,2.702,0,1,0
7924,2.73,0,1,0
7925,2.732,0,2,0
7926,2.73,0,1,0
7927,2.73,0,1,0
7928,2.712,0,1,0
7929,2.698,0,1,0
7930,2.006,0,2,0
7931,0.622,0,0,0
7932,2.664,0,0,0
7933,2.618,0,0,0
7934,2.598,0,0,0
7935,2.602,0,0,0
7936,2.598,0,0,0
7937,2.588,0,0,0
7938,1.186,0,0,0
7939,0.95,0,0,0
7940,2.576,0,0,0
7941,2.578,0,0,0
7942,2.576,0,0,0
7943,2.582,0,0,0
7944,2.568,0,0,0
7945,2.564,0,0,0
7946,2.582,0,0,0
7947,1.844,0,0,0
7948,0.546,0,0,0
7949,2.5,0,0,0
7950,2.724,0,0,0
7951,2.708,0,0,0
7952,2.706,0,0,0
7953,2.696,0,0,0
7954,2.688,0,0,0
7955,2.174,0,0,0
7956,0.64,0,0,0
7957,2.33,0,0,0
7958,2.658,0,0,0
7959,2.658,0,0,0
7960,2.66,0,0,0
7961,2.66,0,0,0
7962,2.676,0,0,0
7963,2.646,0,0,0
7964,2.592,0,0,0
7965,2.584,0,0,0
7966,2.56,0,0,0
7967,2.568,0,0,0
7968,2.56,0,0,0
7969,2.456,0,0,0
7970,2.356,0,0,0
7971,0.614,0,0,0
7972,0.318,0,0,0
7973,2.044,0,0,0
7974,2.364,0,0,0
7975,2.354,0,0,0
7976,2.35,0,0,0
7977,2.366,0,0,0
7978,2.372,0,0,0
7979,2.316,0,0,0
7980,2.302,0,0,0
7981,2.3,0,0,0
7982,2.284,0,0,0
7983,1.14,0,0,0
7984,0.238,0,0,0
7985,1.014,0,0,0
7986,2.286,0,0,0
7987,2.288,0,0,0
7988,2.292,0,0,0
7989,2.286,0,0,0
7990,2.378,0,0,0
7991,2.38,0,0,0
7992,2.378,0,0,0
7993,2.366,0,0,0
7994,2.356,0,0,0
7995,1.976,0,0,0
7996,0.334,0,0,0
7997,0.336,0,0,0
7998,2.134,0,0,0
7999,2.378,0,0,0
8000,2.36,0,0,0
8001,2.358,0,0,0
8002,2.36,0,0,0
8003,2.366,0,0,0
8004,2.322,0,0,0
8005,2.252,0,0,0
8006,2.252,0,0,0
8007,1.896,0,0,0
8008,0.238,0,0,0
8009,0.238,0,0,0
8010,1.646,0,0,0
8011,2.3,0,0,0
8012,2.302,0,0,0
8013,2.316,0,0,0
8014,2.31,0,0,0
8015,2.406,0,0,0
8016,2.396,0,0,0
8017,2.406,0,0,0
8018,2.634,0,0,0
8019,0.734,0,0,0
8020,0.616,0,0,0
8021,1.32,0,0,0
8022,2.64,0,0,0
8023,2.63,0,0,0
8024,2.624,0,0,0
8025,2.58,0,0,0
8026,2.592,0,0,0
8027,2.58,0,0,0
8028,2.588,0,0,0
8029,2.584,0,0,0
8030,2.432,0,0,0
8031,0.642,0,0,0
8032,0.636,0,0,0
8033,1.762,0,0,0
8034,2.694,0,0,0
8035,2.668,0,0,0
8036,2.664,0,0,0
8037,2.664,0,0,0
8038,2.652,0,0,0
8039,2.664,0,0,0
8040,2.662,0,0,0
8041,2.682,0,0,0
8042,2.704,0,0,0
8043,0.866,0,0,0
8044,0.646,0,0,0
8045,1.526,0,0,0
8046,2.64,0,0,0
8047,2.636,0,0,0
8048,2.624,0,0,0
8049,2.624,0,0,0
8050,2.63,0,0,0
8051,2.628,0,0,0
8052,2.38,0,0,0
8053,0.868,0,0,0
8054,0.242,0,0,0
8055,0.524,0,0,0
8056,2.342,0,0,0
8057,2.316,0,0,0
8058,2.308,0,0,0
8059,2.322,0,0,0
8060,2.426,0,0,0
8061,2.482,0,0,0
8062,2.484,0,2,0
8063,2.49,0,1,0
8064,1.438,0,1,0
8065,0.398,0,2,0
8066,0.394,0,1,0
8067,2.388,0,1,0
8068,2.5,0,2,0
8069,2.48,0,1,0
8070,2.428,0,2,0
8071,2.504,0,1,0
8072,2.5,0,1,0
8073,2.5,0,2,0
8074,2.494,0,1,0
8075,0.438,0,1,0
8076,0.418,0,2,0
8077,1.458,0,1,0
8078,2.516,0,1,0
8079,2.492,0,2,0
8080,2.49,0,1,0
8081,2.482,0,1,0
8082,2.48,0,1,0
8083,2.482,0,2,0
8084,2.48,0,1,0
8085,1.742,0,1,0
8086,0.352,0,1,0
8087,0.318,0,1,0
8088,1.856,0,2,0
8089,2.396,0,1,0
8090,2.338,0,0,0
8091,2.34,0,0,0
8092,2.352,0,0,0
8093,2.342,0,0,0
8094,2.338,0,0,0
8095,1.776,0,0,0
8096,0.238,0,0,0
8097,0.238,0,0,0
8098,1.608,0,0,0
8099,2.308,0,0,0
8100,2.306,0,0,0
8101,2.316,0,0,0
8102,2.336,0,0,0
8103,2.342,0,0,0
8104,2.34,0,0,0
8105,2.65,0,0,0
8106,0.924,0,0,0
8107,0.652,0,0,0
8108,0.87,0,0,0
8109,2.428,0,0,0
8110,2.436,0,0,0
8111,2.57,0,0,0
8112,2.836,0,0,0
8113,2.846,0,0,0
8114,2.83,0,0,0
8115,2.91,0,0,0
8116,3.616,0,0,0
8117,3.808,0,0,0
8118,5.238,0,0,0
8119,3.044,0,0,0
8120,3.244,0,0,0
8121,4.424,0,0,0
8122,4.052,0,0,0
8123,2.492,0,0,0
8124,2.506,0,0,0
8125,1.104,0,0,0
8126,0.462,0,0,0
8127,0.92,0,0,0
8128,2.488,0,0,0
8129,2.436,0,0,0
8130,2.388,0,0,0
8131,2.384,0,0,0
8132,2.376,0,0,0
8133,2.386,0,0,0
8134,1.972,0,0,0
8135,0.318,0,0,0
8136,0.322,0,0,0
8137,1.612,0,0,0
8138,2.396,0,0,0
8139,2.404,0,0,0
8140,2.412,0,0,0
8141,2.412,0,0,0
8142,2.408,0,0,0
8143,1.766,0,0,0
8144,0.334,0,0,0
8145,0.334,0,0,0
8146,2.052,0,0,0
8147,2.396,0,0,0
8148,2.382,0,0,0
8149,2.372,0,0,0
8150,2.37,0,0,0
8151,2.36,0,0,0
8152,0.364,0,0,0
8153,0.448,0,0,0
8154,1.544,0,0,0
8155,2.538,0,0,0
8156,2.538,0,0,0
8157,2.532,0,0,0
8158,2.156,0,0,0
8159,0.428,0,0,0
8160,0.424,0,0,0
8161,0.422,0,0,0
8162,0.418,0,0,0
8163,0.416,0,0,0
8164,0.462,0,0,0
8165,0.49,0,0,0
8166,0.49,0,0,0
8167,0.488,0,0,0
8168,0.454,0,0,0
8169,0.388,0,0,0
8170,0.388,0,0,0
8171,0.39,0,0,0
8172,0.39,0,0,0
8173,0.39,0,0,0
8174,0.514,0,0,0
8175,1.444,0,0,14
8176,1.466,0,0,19
8177,1.46,0,0,18
8178,1.504,0,0,18
8179,1.508,0,0,18
8180,1.386,0,0,18
8181,1.32,0,0,17
8182,1.318,0,0,18
8183,1.308,0,0,18
8184,3.28,0,0,17
8185,4.016,0,0,17
8186,3.978,0,0,17
8187,1.312,0,0,18
8188,1.704,0,0,18
8189,1.33,0,0,17
8190,1.356,0,0,18
8191,1.526,0,0,18
8192,1.534,0,0,18
8193,1.536,0,0,18
8194,1.48,0,0,18
8195,1.446,0,0,18
8196,1.442,0,0,18
8197,1.538,0,0,18
8198,1.562,0,0,18
8199,1.44,0,0,18
8200,1.522,0,0,18
8201,1.552,0,0,18
8202,1.552,0,0,17
8203,1.578,0,0,18
8204,1.56,0,0,18
8205,1.62,0,0,18
8206,1.598,0,0,17
8207,1.596,0,0,18
8208,1.58,0,0,17
8209,1.656,0,0,18
8210,1.674,0,0,17
8211,1.676,0,0,18
8212,1.712,0,0,18
8213,1.8,0,0,17
8214,1.828,0,0,18
8215,1.832,0,0,17
8216,1.768,0,1,18
8217,1.734,0,2,18
8218,1.73,0,1,17
8219,1.734,0,1,18
8220,1.736,0,2,17
8221,1.494,0,1,18
8222,1.436,0,1,18
8223,1.436,0,2,17
8224,1.432,0,1,18
8225,1.43,0,2,18
8226,1.444,0,1,18
8227,1.44,0,1,18
8228,1.436,0,2,18
8229,1.41,0,1,17
8230,1.394,0,1,18
8231,1.384,0,2,18
8232,1.384,0,1,17
8233,1.398,0,1,18
8234,1.396,0,1,17
8235,1.392,0,2,18
8236,1.39,0,1,18
8237,1.416,0,1,17
8238,1.49,0,1,18
8239,1.484,0,2,17
8240,1.478,0,1,18
8241,1.472,0,1,17
8242,1.514,0,1,17
8243,1.684,0,1,18
8244,1.66,0,1,17
8245,1.63,0,0,18
8246,1.622,0,0,17
8247,1.622,0,0,18
8248,1.472,0,0,18
8249,1.45,0,0,17
8250,1.492,0,0,18
8251,1.496,0,0,18
8252,1.494,0,0,17
8253,1.436,0,0,18
8254,1.392,0,0,18
8255,1.404,0,0,17
8256,1.392,0,0,18
8257,1.382,0,0,17
8258,1.38,0,0,18
8259,1.388,0,0,17
8260,1.418,0,0,18
8261,1.406,0,0,18
8262,1.402,0,0,18
8263,1.398,0,0,17
8264,1.39,0,0,18
8265,2.012,0,0,18
8266,2.536,0,0,17
8267,1.478,0,0,17
8268,1.814,0,0,17
8269,2.608,0,0,18
8270,1.518,0,0,17
8271,1.542,0,0,18
8272,3.584,0,35,17
8273,3.582,0,37,17
8274,3.578,0,36,17
8275,1.892,0,10,18
8276,1.418,0,0,17
8277,1.42,0,0,18
8278,1.426,0,0,17
8279,1.428,0,0,18
8280,2.668,0,19,17
8281,2.052,0,13,18
8282,1.408,0,0,17
8283,1.39,0,0,18
8284,1.33,0,0,17
8285,1.326,0,0,18
8286,1.326,0,1,18
8287,1.316,0,0,17
8288,1.336,0,0,17
8289,1.386,0,1,18
8290,1.322,0,0,17
8291,1.318,0,1,18
8292,1.312,0,0,17
8293,1.33,0,0,17
8294,1.426,0,0,18
8295,1.432,0,0,17
8296,1.442,0,0,18
8297,1.516,0,2,17
8298,1.458,0,0,18
8299,1.45,0,0,18
8300,1.456,0,0,17
8301,1.556,0,1,18
8302,1.518,0,0,18
8303,1.606,0,0,18
8304,1.646,0,0,17
8305,1.53,0,0,18
8306,1.546,0,1,18
8307,1.884,0,6,17
8308,1.814,0,6,18
8309,1.562,0,1,17
8310,1.474,0,0,18
8311,1.482,0,0,17
8312,1.486,0,0,18
8313,1.48,0,0,17
8314,1.486,0,0,18
8315,1.484,0,0,18
8316,1.38,0,0,18
8317,1.324,0,0,17
8318,1.328,0,0,18
8319,1.328,0,0,17
8320,1.322,0,0,18
8321,1.336,0,0,18
8322,1.338,0,0,17
8323,1.34,0,0,18
8324,1.344,0,0,18
8325,1.342,0,0,18
8326,1.336,0,0,17
8327,1.328,0,0,18
8328,1.326,0,0,18
8329,1.334,0,0,17
8330,1.316,0,0,18
8331,1.392,0,0,17
8332,1.48,0,0,17
8333,1.62,0,0,18
8334,1.746,0,0,17
8335,1.75,0,0,17
8336,1.75,0,0,17
8337,1.722,0,0,18
8338,1.716,0,0,17
8339,1.716,0,0,17
8340,1.716,0,0,18
8341,1.706,0,0,17
8342,1.704,0,0,17
8343,1.698,0,0,17
8344,1.692,0,0,18
8345,1.696,0,0,17
8346,1.696,0,0,17
8347,1.696,0,0,17
8348,1.692,0,0,18
8349,1.712,0,0,17
8350,1.706,0,0,18
8351,1.708,0,0,17
8352,1.694,0,0,17
8353,1.698,0,0,18
8354,1.694,0,0,17
8355,1.682,0,0,18
8356,1.698,0,0,17
8357,1.73,0,0,18
8358,1.738,0,0,17
8359,1.738,0,0,18
8360,1.596,0,0,17
8361,1.512,0,0,18
8362,1.506,0,0,18
8363,1.508,0,0,17
8364,1.516,0,0,18
8365,1.506,0,0,18
8366,1.578,0,0,17
8367,1.604,0,0,18
8368,1.602,0,0,17
8369,1.594,0,0,18
8370,1.6,0,0,17
8371,1.658,0,0,18
8372,1.668,0,2,17
8373,1.674,0,1,18
8374,1.67,0,2,17
8375,1.674,0,1,18
8376,1.674,0,2,17
8377,1.67,0,1,18
8378,1.666,0,1,17
8379,1.668,0,2,18
8380,1.668,0,1,17
8381,1.614,0,2,18
8382,1.574,0,1,17
8383,1.574,0,1,18
8384,1.572,0,2,17
8385,1.58,0,1,18
8386,1.586,0,1,17
8387,1.596,0,2,18
8388,1.592,0,1,18
8389,1.596,0,1,18
8390,1.6,0,2,17
8391,1.61,0,1,18
8392,1.6,0,1,18
8393,1.598,0,2,18
8394,1.678,0,1,18
8395,1.67,0,1,18
8396,1.672,0,1,18
8397,1.674,0,2,18
8398,2.414,0,1,18
8399,3.378,0,1,18
8400,3.294,0,1,17
8401,2.354,0,0,18
8402,2.3,0,0,18
8403,2.922,0,0,17
8404,3.184,0,0,18
8405,2.784,0,0,18
8406,3.422,0,0,18
8407,3.394,0,0,17
8408,2.698,0,0,18
8409,3.36,0,0,18
8410,1.882,0,0,17
8411,1.878,0,0,18
8412,2.104,0,0,18
8413,3.306,0,0,18
8414,2.924,0,0,18
8415,1.788,0,0,18
8416,1.792,0,0,18
8417,1.796,0,0,18
8418,1.792,0,0,18
8419,1.02,0,0,6
