Index,Global_active_power,Global_reactive_power
7194,0.264,0.0
7195,0.266,0.0
7196,0.266,0.0
7197,0.264,0.0
7198,0.526,0.0
7199,0.552,0.0
7200,0.554,0.0
7201,0.576,0.0
7202,0.656,0.0
7203,0.554,0.0
7204,0.552,0.0
7205,0.552,0.0
7206,0.634,0.102
7207,0.622,0.11
7208,0.708,0.2
7209,0.736,0.248
7210,0.732,0.248
7211,0.724,0.242
7212,0.718,0.238
7213,0.716,0.24
7214,0.714,0.24
7215,0.716,0.242
7216,0.718,0.242
7217,0.648,0.142
7218,0.646,0.138
7219,0.646,0.14
7220,0.646,0.142
7221,0.644,0.14
7222,0.644,0.14
7223,0.62,0.108
7224,0.552,0.0
7225,0.55,0.0
7226,0.552,0.0
7227,0.552,0.0
7228,0.552,0.0
7229,0.552,0.0
7230,0.552,0.0
7231,0.556,0.0
7232,0.766,0.0
7233,0.72,0.0
7234,0.666,0.0
7235,0.716,0.0
7236,0.732,0.0
7237,0.698,0.0
7238,1.002,0.0
7239,1.792,0.0
7240,1.768,0.0
7241,1.738,0.0
7242,1.728,0.0
7243,1.72,0.0
7244,1.72,0.0
7245,1.862,0.0
7246,2.326,0.0
7247,2.376,0.0
7248,2.458,0.0
7249,2.738,0.094
7250,3.148,0.16
7251,3.282,0.198
7252,2.884,0.2
7253,2.664,0.208
7254,2.594,0.208
7255,2.466,0.224
7256,2.438,0.224
7257,2.6,0.226
7258,2.078,0.228
7259,2.072,0.226
7260,2.074,0.228
7261,2.064,0.214
7262,2.006,0.126
7263,2.004,0.124
7264,1.97,0.08
7265,1.898,0.0
7266,1.912,0.0
7267,1.912,0.0
7268,1.92,0.0
7269,1.906,0.0
7270,1.896,0.0
7271,1.666,0.0
7272,1.638,0.0
7273,1.642,0.0
7274,1.722,0.188
7275,1.892,0.0
7276,1.966,0.0
7277,2.306,0.104
7278,2.14,0.0
7279,2.572,0.112
7280,2.442,0.0
7281,2.558,0.0
7282,2.892,0.094
7283,2.928,0.094
7284,2.936,0.096
7285,2.942,0.096
7286,2.928,0.094
7287,2.902,0.09
7288,2.9,0.09
7289,2.958,0.136
7290,2.976,0.222
7291,2.762,0.224
7292,3.112,0.23
7293,2.91,0.216
7294,2.566,0.222
7295,2.738,0.27
7296,2.638,0.324
7297,2.646,0.328
7298,2.664,0.322
7299,2.6,0.31
7300,2.59,0.31
7301,2.588,0.31
7302,2.598,0.314
7303,2.584,0.31
7304,2.794,0.31
7305,2.836,0.216
7306,2.508,0.188
7307,2.486,0.15
7308,2.422,0.092
7309,2.13,0.092
7310,1.764,0.088
7311,1.652,0.094
7312,1.556,0.0
7313,1.578,0.0
7314,1.888,0.0
7315,1.714,0.0
7316,1.724,0.0
7317,1.728,0.0
7318,1.822,0.0
7319,1.898,0.0
7320,1.966,0.0
7321,2.04,0.0
7322,2.032,0.0
7323,2.03,0.0
7324,2.022,0.0
7325,1.888,0.0
7326,1.754,0.0
7327,1.694,0.0
7328,1.688,0.0
7329,1.764,0.0
7330,1.968,0.086
7331,2.154,0.104
7332,2.292,0.102
7333,2.286,0.1
7334,2.27,0.096
7335,2.272,0.098
7336,2.29,0.102
7337,2.276,0.1
7338,2.274,0.1
7339,2.276,0.1
7340,2.28,0.102
7341,2.436,0.152
7342,2.53,0.204
7343,2.59,0.2
7344,2.576,0.196
7345,2.548,0.148
7346,2.55,0.072
7347,2.52,0.068
7348,1.878,0.072
7349,1.784,0.076
7350,1.664,0.076
7351,1.656,0.076
7352,1.626,0.0
7353,1.588,0.0
7354,1.596,0.0
7355,1.598,0.0
7356,1.588,0.0
7357,2.056,0.0
7358,2.052,0.0
7359,2.062,0.0
7360,2.066,0.0
7361,2.08,0.0
7362,1.284,0.0
7363,1.058,0.0
7364,1.052,0.0
7365,1.05,0.0
7366,1.044,0.0
7367,1.052,0.0
7368,1.052,0.0
7369,1.048,0.0
7370,1.094,0.0
7371,1.302,0.12
7372,0.844,0.116
7373,0.822,0.11
7374,0.818,0.11
7375,0.822,0.114
7376,0.828,0.118
7377,1.026,0.112
7378,1.332,0.116
7379,1.37,0.116
7380,1.326,0.118
7381,1.33,0.118
7382,2.318,0.336
7383,1.336,0.124
7384,1.334,0.124
7385,1.42,0.222
7386,1.4,0.222
7387,1.4,0.222
7388,1.408,0.226
7389,1.42,0.226
7390,1.408,0.226
7391,1.396,0.224
7392,1.27,0.158
7393,0.98,0.1
7394,0.984,0.104
7395,0.984,0.104
7396,0.978,0.102
7397,0.978,0.102
7398,0.978,0.102
7399,1.148,0.098
7400,1.218,0.092
7401,0.916,0.0
7402,0.918,0.0
7403,0.956,0.0
7404,1.072,0.0
7405,0.49,0.0
7406,0.49,0.0
7407,0.49,0.0
7408,0.488,0.0
7409,0.488,0.0
7410,0.488,0.0
7411,0.49,0.0
7412,0.494,0.0
7413,0.492,0.0
7414,0.492,0.0
7415,0.49,0.0
7416,0.49,0.0
7417,0.492,0.0
7418,0.614,0.14
7419,0.604,0.144
7420,0.6,0.142
7421,0.59,0.128
7422,0.588,0.128
7423,0.586,0.128
7424,0.586,0.13
7425,0.584,0.13
7426,0.584,0.13
7427,0.582,0.128
7428,0.582,0.13
7429,0.576,0.124
7430,0.576,0.126
7431,0.576,0.124
7432,0.576,0.126
7433,0.652,0.206
7434,0.558,0.094
7435,0.558,0.092
7436,0.646,0.206
7437,0.64,0.214
7438,0.636,0.214
7439,0.632,0.212
7440,0.634,0.214
7441,0.634,0.214
7442,0.634,0.216
7443,0.64,0.226
7444,0.622,0.198
7445,0.572,0.12
7446,0.574,0.122
7447,0.572,0.122
7448,0.57,0.122
7449,0.566,0.118
7450,0.566,0.118
7451,0.564,0.116
7452,0.564,0.116
7453,0.558,0.112
7454,0.558,0.11
7455,0.558,0.112
7456,0.558,0.112
7457,0.554,0.11
7458,0.582,0.13
7459,0.658,0.234
7460,0.656,0.234
7461,0.652,0.234
7462,0.648,0.232
7463,0.644,0.23
7464,0.644,0.232
7465,0.644,0.232
7466,0.578,0.122
7467,0.574,0.116
7468,0.576,0.12
7469,0.578,0.122
7470,0.572,0.116
7471,0.57,0.116
7472,0.568,0.114
7473,0.568,0.114
7474,0.514,0.0
7475,0.48,0.0
7476,0.48,0.0
7477,0.518,0.0
7478,0.552,0.088
7479,0.55,0.086
7480,0.552,0.088
7481,0.552,0.088
7482,0.554,0.092
7483,0.552,0.092
7484,0.55,0.09
7485,0.552,0.094
7486,0.55,0.094
7487,0.552,0.094
7488,0.53,0.064
7489,0.486,0.0
7490,0.486,0.0
7491,0.486,0.0
7492,0.486,0.0
7493,0.484,0.0
7494,0.484,0.0
7495,0.484,0.0
7496,0.482,0.0
7497,0.482,0.0
7498,0.484,0.0
7499,0.518,0.0
7500,0.848,0.128
7501,0.764,0.138
7502,0.896,0.134
7503,1.398,0.124
7504,2.378,0.114
7505,2.76,0.116
7506,2.734,0.114
7507,2.716,0.112
7508,2.704,0.11
7509,2.604,0.112
7510,2.5,0.116
7511,4.06,0.092
7512,3.996,0.096
7513,3.946,0.096
7514,3.922,0.098
7515,3.884,0.0
7516,3.912,0.07
7517,3.91,0.07
7518,3.914,0.07
7519,3.946,0.074
7520,3.954,0.074
7521,3.928,0.072
7522,3.922,0.07
7523,3.926,0.072
7524,3.926,0.072
7525,4.14,0.068
7526,4.37,0.09
7527,4.338,0.046
7528,4.314,0.0
7529,4.318,0.0
7530,4.314,0.0
7531,4.292,0.0
7532,4.294,0.0
7533,4.286,0.0
7534,4.29,0.0
7535,4.368,0.0
7536,4.236,0.0
7537,4.072,0.0
7538,2.172,0.0
7539,1.746,0.0
7540,1.772,0.0
7541,1.818,0.124
7542,2.684,0.114
7543,3.616,0.104
7544,3.554,0.102
7545,3.596,0.102
7546,3.67,0.098
7547,3.746,0.086
7548,3.72,0.088
7549,3.71,0.09
7550,3.618,0.096
7551,3.612,0.096
7552,3.62,0.098
7553,3.62,0.098
7554,3.598,0.094
7555,3.576,0.092
7556,3.5,0.0
7557,3.492,0.0
7558,3.504,0.0
7559,3.516,0.0
7560,3.55,0.0
7561,3.578,0.074
7562,3.532,0.074
7563,3.476,0.076
7564,3.47,0.074
7565,3.474,0.076
7566,3.494,0.078
7567,3.492,0.08
7568,3.496,0.08
7569,3.498,0.08
7570,3.488,0.078
7571,3.48,0.074
7572,3.45,0.0
7573,3.518,0.0
7574,3.51,0.0
7575,3.498,0.0
7576,3.498,0.0
7577,3.496,0.0
7578,3.508,0.0
7579,3.506,0.0
7580,3.498,0.0
7581,3.532,0.0
7582,3.584,0.1
7583,3.616,0.104
7584,3.626,0.106
7585,3.634,0.108
7586,3.606,0.102
7587,3.624,0.104
7588,3.628,0.104
7589,3.626,0.104
7590,3.7,0.208
7591,3.696,0.226
7592,3.696,0.226
7593,3.698,0.226
7594,3.684,0.224
7595,3.658,0.22
7596,3.68,0.224
7597,3.614,0.106
7598,3.592,0.09
7599,3.588,0.092
7600,3.598,0.094
7601,3.612,0.096
7602,3.63,0.098
7603,3.908,0.094
7604,3.92,0.094
7605,3.92,0.094
7606,3.782,0.184
7607,3.55,0.21
7608,3.546,0.208
7609,3.542,0.206
7610,3.582,0.202
7611,3.838,0.192
7612,3.83,0.188
7613,3.822,0.188
7614,3.804,0.184
7615,3.784,0.182
7616,3.778,0.18
7617,3.718,0.08
7618,3.708,0.08
7619,3.702,0.054
7620,3.664,0.0
7621,3.674,0.0
7622,3.742,0.0
7623,3.776,0.094
7624,3.784,0.096
7625,3.782,0.096
7626,3.782,0.096
7627,3.774,0.096
7628,3.77,0.096
7629,3.764,0.096
7630,3.778,0.096
7631,3.774,0.096
7632,3.76,0.094
7633,3.774,0.086
7634,3.768,0.086
7635,3.766,0.086
7636,3.764,0.086
7637,3.738,0.058
7638,3.664,0.0
7639,3.7,0.0
7640,3.696,0.0
7641,3.676,0.0
7642,3.674,0.0
7643,3.688,0.0
7644,3.702,0.0
7645,3.7,0.0
7646,3.692,0.0
7647,3.696,0.0
7648,3.69,0.0
7649,3.684,0.0
7650,3.684,0.0
7651,3.676,0.0
7652,3.716,0.062
7653,3.656,0.056
7654,3.634,0.054
7655,3.632,0.054
7656,3.62,0.052
7657,3.616,0.052
7658,3.608,0.052
7659,3.604,0.052
7660,3.612,0.052
7661,3.588,0.05
7662,3.544,0.0
7663,3.606,0.0
7664,3.642,0.076
7665,3.628,0.076
7666,3.64,0.078
7667,3.648,0.078
7668,3.646,0.078
7669,3.642,0.078
7670,3.622,0.076
7671,3.622,0.076
7672,3.614,0.076
7673,3.618,0.076
7674,3.616,0.076
7675,3.618,0.076
7676,3.646,0.08
7677,3.652,0.08
7678,3.61,0.0
7679,3.558,0.0
7680,3.544,0.046
7681,3.552,0.0
7682,3.558,0.0
7683,3.564,0.0
7684,3.56,0.0
7685,3.542,0.046
7686,3.546,0.0
7687,3.556,0.0
7688,3.552,0.0
7689,3.534,0.046
7690,3.52,0.046
7691,3.518,0.046
7692,3.52,0.046
7693,3.508,0.046
7694,3.464,0.0
7695,3.226,0.0
7696,3.308,0.0
7697,3.322,0.062
7698,3.326,0.062
7699,3.318,0.062
7700,3.332,0.064
7701,3.32,0.062
7702,3.284,0.058
7703,3.284,0.058
7704,3.338,0.118
7705,3.378,0.18
7706,3.358,0.118
7707,3.354,0.09
7708,3.352,0.09
7709,3.354,0.09
7710,3.358,0.09
7711,3.356,0.09
7712,3.342,0.088
7713,3.324,0.086
7714,3.322,0.086
7715,3.32,0.088
7716,3.336,0.09
7717,3.342,0.09
7718,3.394,0.098
7719,3.364,0.0
7720,3.316,0.0
7721,3.322,0.0
7722,3.334,0.0
7723,3.454,0.0
7724,3.636,0.0
7725,3.954,0.0
7726,3.734,0.0
7727,3.932,0.0
7728,3.972,0.0
7729,3.99,0.0
7730,3.844,0.0
7731,3.828,0.0
7732,3.818,0.0
7733,3.628,0.0
7734,3.52,0.0
7735,3.586,0.0
7736,3.502,0.0
7737,3.45,0.0
7738,3.438,0.0
7739,3.424,0.0
7740,3.418,0.0
7741,3.486,0.062
7742,3.464,0.066
7743,3.472,0.068
7744,3.492,0.07
7745,3.642,0.22
7746,3.678,0.32
7747,3.644,0.316
7748,3.558,0.32
7749,3.546,0.318
7750,3.544,0.318
7751,3.49,0.224
7752,3.488,0.22
7753,3.492,0.22
7754,3.49,0.22
7755,3.502,0.222
7756,3.51,0.224
7757,3.528,0.228
7758,3.532,0.23
7759,3.516,0.226
7760,3.424,0.11
7761,3.39,0.088
7762,3.378,0.088
7763,3.374,0.086
7764,3.378,0.088
7765,3.378,0.088
7766,3.376,0.086
7767,3.38,0.088
7768,3.404,0.092
7769,3.404,0.092
7770,3.396,0.09
7771,3.406,0.092
7772,3.396,0.09
7773,3.382,0.088
7774,3.384,0.074
7775,3.306,0.0
7776,2.466,0.0
7777,2.298,0.0
7778,2.312,0.0
7779,2.316,0.0
7780,2.294,0.0
7781,2.294,0.0
7782,2.3,0.0
7783,2.298,0.0
7784,2.292,0.0
7785,2.306,0.0
7786,2.512,0.196
7787,2.518,0.23
7788,2.516,0.23
7789,2.512,0.228
7790,2.484,0.22
7791,2.48,0.22
7792,2.476,0.22
7793,2.468,0.218
7794,2.466,0.218
7795,2.46,0.216
7796,2.398,0.122
7797,2.398,0.116
7798,2.39,0.114
7799,2.39,0.114
7800,2.378,0.106
7801,2.298,0.0
7802,2.294,0.0
7803,2.294,0.0
7804,2.3,0.0
7805,2.298,0.0
7806,2.294,0.0
7807,2.308,0.0
7808,2.308,0.0
7809,2.354,0.0
7810,2.356,0.0
7811,2.292,0.0
7812,2.302,0.0
7813,2.296,0.0
7814,2.308,0.0
7815,2.302,0.0
7816,2.3,0.0
7817,2.31,0.0
7818,2.296,0.0
7819,2.288,0.0
7820,2.288,0.0
7821,2.284,0.0
7822,2.28,0.0
7823,2.286,0.0
7824,2.278,0.0
7825,2.282,0.0
7826,2.29,0.0
7827,2.392,0.092
7828,2.404,0.112
7829,2.404,0.114
7830,2.402,0.114
7831,2.438,0.146
7832,2.468,0.216
7833,2.468,0.216
7834,2.468,0.216
7835,2.466,0.216
7836,2.484,0.222
7837,2.484,0.224
7838,2.486,0.224
7839,2.484,0.224
7840,2.462,0.218
7841,2.42,0.16
7842,2.294,0.0
7843,2.288,0.0
7844,2.292,0.0
7845,2.302,0.0
7846,2.294,0.0
7847,2.288,0.0
7848,2.282,0.0
7849,2.296,0.0
7850,2.298,0.0
7851,2.308,0.0
7852,2.29,0.0
7853,2.296,0.0
7854,2.294,0.0
7855,2.29,0.0
7856,2.292,0.0
7857,2.272,0.0
7858,2.272,0.0
7859,2.286,0.0
7860,2.29,0.0
7861,2.29,0.0
7862,2.278,0.0
7863,0.34,0.0
7864,0.262,0.0
7865,2.322,0.0
7866,2.278,0.0
7867,2.306,0.0
7868,2.396,0.11
7869,2.404,0.114
7870,2.392,0.112
7871,2.388,0.11
7872,2.374,0.108
7873,2.366,0.106
7874,2.372,0.108
7875,2.366,0.106
7876,2.364,0.106
7877,2.436,0.184
7878,1.932,0.216
7879,0.408,0.25
7880,1.46,0.238
7881,2.474,0.218
7882,2.424,0.142
7883,2.364,0.082
7884,2.346,0.08
7885,2.346,0.08
7886,2.352,0.08
7887,2.302,0.0
7888,1.504,0.0
7889,0.236,0.0
7890,2.052,0.0
7891,2.536,0.0
7892,2.554,0.0
7893,2.55,0.0
7894,2.55,0.0
7895,2.554,0.0
7896,2.554,0.0
7897,2.556,0.0
7898,2.564,0.0
7899,2.57,0.0
7900,0.656,0.0
7901,1.27,0.0
7902,2.672,0.08
7903,2.662,0.094
7904,2.656,0.094
7905,2.648,0.092
7906,2.642,0.092
7907,2.64,0.09
7908,2.678,0.132
7909,2.728,0.216
7910,0.824,0.244
7911,2.118,0.226
7912,2.734,0.218
7913,2.738,0.22
7914,2.718,0.216
7915,2.714,0.214
7916,2.714,0.216
7917,2.714,0.216
7918,2.716,0.216
7919,2.716,0.218
7920,2.732,0.222
7921,1.042,0.252
7922,1.448,0.242
7923,2.702,0.144
7924,2.73,0.198
7925,2.732,0.198
7926,2.73,0.198
7927,2.73,0.198
7928,2.712,0.194
7929,2.698,0.19
7930,2.006,0.204
7931,0.622,0.124
7932,2.664,0.082
7933,2.618,0.0
7934,2.598,0.0
7935,2.602,0.0
7936,2.598,0.0
7937,2.588,0.0
7938,1.186,0.0
7939,0.95,0.0
7940,2.576,0.0
7941,2.578,0.0
7942,2.576,0.0
7943,2.582,0.0
7944,2.568,0.0
7945,2.564,0.0
7946,2.582,0.0
7947,1.844,0.0
7948,0.546,0.0
7949,2.5,0.068
7950,2.724,0.114
7951,2.708,0.112
7952,2.706,0.112
7953,2.696,0.11
7954,2.688,0.108
7955,2.174,0.114
7956,0.64,0.132
7957,2.33,0.108
7958,2.658,0.102
7959,2.658,0.102
7960,2.66,0.102
7961,2.66,0.102
7962,2.676,0.106
7963,2.646,0.072
7964,2.592,0.0
7965,2.584,0.0
7966,2.56,0.0
7967,2.568,0.0
7968,2.56,0.0
7969,2.456,0.0
7970,2.356,0.08
7971,0.614,0.106
7972,0.318,0.112
7973,2.044,0.086
7974,2.364,0.082
7975,2.354,0.08
7976,2.35,0.08
7977,2.366,0.082
7978,2.372,0.084
7979,2.316,0.0
7980,2.302,0.0
7981,2.3,0.0
7982,2.284,0.0
7983,1.14,0.0
7984,0.238,0.0
7985,1.014,0.0
7986,2.286,0.0
7987,2.288,0.0
7988,2.292,0.0
7989,2.286,0.0
7990,2.378,0.084
7991,2.38,0.106
7992,2.378,0.106
7993,2.366,0.106
7994,2.356,0.104
7995,1.976,0.108
7996,0.334,0.132
7997,0.336,0.138
7998,2.134,0.11
7999,2.378,0.11
8000,2.36,0.106
8001,2.358,0.106
8002,2.36,0.106
8003,2.366,0.108
8004,2.322,0.066
8005,2.252,0.0
8006,2.252,0.0
8007,1.896,0.0
8008,0.238,0.0
8009,0.238,0.0
8010,1.646,0.0
8011,2.3,0.0
8012,2.302,0.0
8013,2.316,0.0
8014,2.31,0.0
8015,2.406,0.08
8016,2.396,0.09
8017,2.406,0.09
8018,2.634,0.078
8019,0.734,0.1
8020,0.616,0.1
8021,1.32,0.092
8022,2.64,0.072
8023,2.63,0.072
8024,2.624,0.058
8025,2.58,0.0
8026,2.592,0.0
8027,2.58,0.0
8028,2.588,0.0
8029,2.584,0.0
8030,2.432,0.056
8031,0.642,0.128
8032,0.636,0.126
8033,1.762,0.114
8034,2.694,0.108
8035,2.668,0.102
8036,2.664,0.102
8037,2.664,0.104
8038,2.652,0.1
8039,2.664,0.104
8040,2.662,0.104
8041,2.682,0.108
8042,2.704,0.112
8043,0.866,0.14
8044,0.646,0.144
8045,1.526,0.0
8046,2.64,0.0
8047,2.636,0.0
8048,2.624,0.0
8049,2.624,0.0
8050,2.63,0.0
8051,2.628,0.0
8052,2.38,0.0
8053,0.868,0.0
8054,0.242,0.0
8055,0.524,0.0
8056,2.342,0.0
8057,2.316,0.0
8058,2.308,0.0
8059,2.322,0.0
8060,2.426,0.106
8061,2.482,0.214
8062,2.484,0.214
8063,2.49,0.216
8064,1.438,0.236
8065,0.398,0.25
8066,0.394,0.25
8067,2.388,0.218
8068,2.5,0.22
8069,2.48,0.214
8070,2.428,0.134
8071,2.504,0.238
8072,2.5,0.238
8073,2.5,0.238
8074,2.494,0.24
8075,0.438,0.274
8076,0.418,0.276
8077,1.458,0.258
8078,2.516,0.248
8079,2.492,0.242
8080,2.49,0.242
8081,2.482,0.24
8082,2.48,0.24
8083,2.482,0.24
8084,2.48,0.24
8085,1.742,0.252
8086,0.352,0.192
8087,0.318,0.142
8088,1.856,0.124
8089,2.396,0.088
8090,2.338,0.0
8091,2.34,0.0
8092,2.352,0.0
8093,2.342,0.0
8094,2.338,0.0
8095,1.776,0.0
8096,0.238,0.0
8097,0.238,0.0
8098,1.608,0.0
8099,2.308,0.0
8100,2.306,0.0
8101,2.316,0.0
8102,2.336,0.0
8103,2.342,0.0
8104,2.34,0.0
8105,2.65,0.08
8106,0.924,0.092
8107,0.652,0.096
8108,0.87,0.092
8109,2.428,0.068
8110,2.436,0.074
8111,2.57,0.07
8112,2.836,0.198
8113,2.846,0.204
8114,2.83,0.206
8115,2.91,0.218
8116,3.616,0.202
8117,3.808,0.196
8118,5.238,0.174
8119,3.044,0.198
8120,3.244,0.194
8121,4.424,0.22
8122,4.052,0.22
8123,2.492,0.214
8124,2.506,0.218
8125,1.104,0.242
8126,0.462,0.254
8127,0.92,0.222
8128,2.488,0.084
8129,2.436,0.0
8130,2.388,0.0
8131,2.384,0.0
8132,2.376,0.0
8133,2.386,0.0
8134,1.972,0.0
8135,0.318,0.0
8136,0.322,0.0
8137,1.612,0.0
8138,2.396,0.0
8139,2.404,0.0
8140,2.412,0.0
8141,2.412,0.0
8142,2.408,0.0
8143,1.766,0.0
8144,0.334,0.0
8145,0.334,0.0
8146,2.052,0.0
8147,2.396,0.0
8148,2.382,0.0
8149,2.372,0.0
8150,2.37,0.0
8151,2.36,0.0
8152,0.364,0.0
8153,0.448,0.15
8154,1.544,0.132
8155,2.538,0.122
8156,2.538,0.122
8157,2.532,0.12
8158,2.156,0.13
8159,0.428,0.16
8160,0.424,0.162
8161,0.422,0.162
8162,0.418,0.154
8163,0.416,0.156
8164,0.462,0.196
8165,0.49,0.258
8166,0.49,0.26
8167,0.488,0.262
8168,0.454,0.204
8169,0.388,0.112
8170,0.388,0.112
8171,0.39,0.114
8172,0.39,0.116
8173,0.39,0.112
8174,0.514,0.106
8175,1.444,0.082
8176,1.466,0.0
8177,1.46,0.0
8178,1.504,0.0
8179,1.508,0.0
8180,1.386,0.0
8181,1.32,0.0
8182,1.318,0.0
8183,1.308,0.0
8184,3.28,0.0
8185,4.016,0.0
8186,3.978,0.0
8187,1.312,0.0
8188,1.704,0.104
8189,1.33,0.0
8190,1.356,0.0
8191,1.526,0.0
8192,1.534,0.0
8193,1.536,0.0
8194,1.48,0.122
8195,1.446,0.124
8196,1.442,0.126
8197,1.538,0.122
8198,1.562,0.122
8199,1.44,0.124
8200,1.522,0.122
8201,1.552,0.122
8202,1.552,0.122
8203,1.578,0.144
8204,1.56,0.224
8205,1.62,0.22
8206,1.598,0.21
8207,1.596,0.21
8208,1.58,0.212
8209,1.656,0.208
8210,1.674,0.21
8211,1.676,0.21
8212,1.712,0.228
8213,1.8,0.21
8214,1.828,0.092
8215,1.832,0.21
8216,1.768,0.164
8217,1.734,0.116
8218,1.73,0.114
8219,1.734,0.114
8220,1.736,0.114
8221,1.494,0.122
8222,1.436,0.126
8223,1.436,0.128
8224,1.432,0.126
8225,1.43,0.126
8226,1.444,0.132
8227,1.44,0.128
8228,1.436,0.126
8229,1.41,0.114
8230,1.394,0.104
8231,1.384,0.1
8232,1.384,0.102
8233,1.398,0.096
8234,1.396,0.104
8235,1.392,0.104
8236,1.39,0.104
8237,1.416,0.122
8238,1.49,0.232
8239,1.484,0.23
8240,1.478,0.228
8241,1.472,0.228
8242,1.514,0.226
8243,1.684,0.226
8244,1.66,0.188
8245,1.63,0.114
8246,1.622,0.112
8247,1.622,0.112
8248,1.472,0.118
8249,1.45,0.136
8250,1.492,0.22
8251,1.496,0.222
8252,1.494,0.222
8253,1.436,0.15
8254,1.392,0.086
8255,1.404,0.092
8256,1.392,0.088
8257,1.382,0.086
8258,1.38,0.084
8259,1.388,0.086
8260,1.418,0.088
8261,1.406,0.09
8262,1.402,0.092
8263,1.398,0.092
8264,1.39,0.088
8265,2.012,0.212
8266,2.536,0.194
8267,1.478,0.21
8268,1.814,0.236
8269,2.608,0.218
8270,1.518,0.214
8271,1.542,0.164
8272,3.584,0.088
8273,3.582,0.092
8274,3.578,0.092
8275,1.892,0.11
8276,1.418,0.114
8277,1.42,0.114
8278,1.426,0.118
8279,1.428,0.118
8280,2.668,0.102
8281,2.052,0.108
8282,1.408,0.11
8283,1.39,0.074
8284,1.33,0.0
8285,1.326,0.0
8286,1.326,0.0
8287,1.316,0.0
8288,1.336,0.0
8289,1.386,0.0
8290,1.322,0.0
8291,1.318,0.0
8292,1.312,0.0
8293,1.33,0.0
8294,1.426,0.0
8295,1.432,0.0
8296,1.442,0.0
8297,1.516,0.0
8298,1.458,0.0
8299,1.45,0.0
8300,1.456,0.0
8301,1.556,0.098
8302,1.518,0.12
8303,1.606,0.122
8304,1.646,0.2
8305,1.53,0.248
8306,1.546,0.24
8307,1.884,0.308
8308,1.814,0.292
8309,1.562,0.26
8310,1.474,0.212
8311,1.482,0.218
8312,1.486,0.22
8313,1.48,0.218
8314,1.486,0.22
8315,1.484,0.214
8316,1.38,0.056
8317,1.324,0.0
8318,1.328,0.0
8319,1.328,0.0
8320,1.322,0.0
8321,1.336,0.0
8322,1.338,0.0
8323,1.34,0.0
8324,1.344,0.0
8325,1.342,0.0
8326,1.336,0.0
8327,1.328,0.0
8328,1.326,0.0
8329,1.334,0.0
8330,1.316,0.0
8331,1.392,0.0
8332,1.48,0.0
8333,1.62,0.0
8334,1.746,0.118
8335,1.75,0.124
8336,1.75,0.124
8337,1.722,0.104
8338,1.716,0.104
8339,1.716,0.102
8340,1.716,0.104
8341,1.706,0.1
8342,1.704,0.1
8343,1.698,0.1
8344,1.692,0.096
8345,1.696,0.098
8346,1.696,0.098
8347,1.696,0.1
8348,1.692,0.084
8349,1.712,0.068
8350,1.706,0.082
8351,1.708,0.082
8352,1.694,0.076
8353,1.698,0.078
8354,1.694,0.078
8355,1.682,0.074
8356,1.698,0.074
8357,1.73,0.064
8358,1.738,0.066
8359,1.738,0.068
8360,1.596,0.0
8361,1.512,0.0
8362,1.506,0.0
8363,1.508,0.0
8364,1.516,0.0
8365,1.506,0.0
8366,1.578,0.058
8367,1.604,0.108
8368,1.602,0.11
8369,1.594,0.11
8370,1.6,0.11
8371,1.658,0.188
8372,1.668,0.226
8373,1.674,0.228
8374,1.67,0.228
8375,1.674,0.23
8376,1.674,0.23
8377,1.67,0.228
8378,1.666,0.228
8379,1.668,0.228
8380,1.668,0.228
8381,1.614,0.148
8382,1.574,0.094
8383,1.574,0.096
8384,1.572,0.096
8385,1.58,0.098
8386,1.586,0.102
8387,1.596,0.106
8388,1.592,0.106
8389,1.596,0.106
8390,1.6,0.108
8391,1.61,0.108
8392,1.6,0.11
8393,1.598,0.11
8394,1.678,0.198
8395,1.67,0.212
8396,1.672,0.216
8397,1.674,0.22
8398,2.414,0.43
8399,3.378,0.694
8400,3.294,0.586
8401,2.354,0.34
8402,2.3,0.376
8403,2.922,0.508
8404,3.184,0.534
8405,2.784,0.49
8406,3.422,0.57
8407,3.394,0.54
8408,2.698,0.414
8409,3.36,0.412
8410,1.882,0.216
8411,1.878,0.218
8412,2.104,0.288
8413,3.306,0.454
8414,2.924,0.264
8415,1.788,0.078
8416,1.792,0.082
8417,1.796,0.082
8418,1.792,0.082
8419,1.02,0.128
8420,0.666,0.166
8421,0.426,0.0
8422,0.428,0.0
8423,0.428,0.0
8424,0.432,0.0
8425,0.428,0.0
8426,0.428,0.0
8427,0.428,0.0
8428,0.428,0.0
8429,0.426,0.0
8430,0.426,0.0
8431,0.526,0.106
8432,0.532,0.132
8433,0.53,0.132
8434,0.584,0.128
8435,1.172,0.122
8436,2.058,0.108
8437,2.124,0.182
8438,2.244,0.262
8439,2.42,0.248
8440,3.544,0.252
8441,4.79,0.262
8442,4.588,0.276
8443,4.046,0.274
8444,4.58,0.284
8445,4.068,0.278
8446,4.554,0.216
8447,4.53,0.152
8448,4.528,0.16
8449,4.512,0.15
8450,5.544,0.198
8451,4.998,0.152
8452,4.436,0.164
8453,4.432,0.154
8454,4.372,0.07
8455,4.34,0.05
8456,4.132,0.098
8457,3.33,0.066
8458,4.692,0.064
8459,6.478,0.0
8460,5.306,0.048
8461,6.008,0.0
8462,6.196,0.0
8463,5.172,0.062
8464,6.36,0.168
